Note: checking out '9a62b06be5d0df8e833ff8583398cca386608cac'.

You are in 'detached HEAD' state. You can look around, make experimental
changes and commit them, and you can discard any commits you make in this
state without impacting any branches by performing another checkout.
HEAD is now at 9f2059f0 Test MutableDateTime
[ BUILD CHECKER ] 9f2059f0 commit build fail
[ BUILD CHECKER ] a5b05944 commit gona be checked
Previous HEAD position was 9f2059f0 Test MutableDateTime
HEAD is now at a5b05944 Add getMillisKeepLocal to DateTimeZone
[ BUILD CHECKER ] a5b05944 commit build fail
[ BUILD CHECKER ] 40bad1eb commit gona be checked
Previous HEAD position was a5b05944 Add getMillisKeepLocal to DateTimeZone
HEAD is now at 40bad1eb Add null duration converter
[ BUILD CHECKER ] 40bad1eb commit build fail
[ BUILD CHECKER ] beccb19a commit gona be checked
Previous HEAD position was 40bad1eb Add null duration converter
HEAD is now at beccb19a Javadoc
[ BUILD CHECKER ] beccb19a commit build fail
[ BUILD CHECKER ] 7573233f commit gona be checked
Previous HEAD position was beccb19a Javadoc
HEAD is now at 7573233f Add null duration converter
[ BUILD CHECKER ] 7573233f commit build fail
[ BUILD CHECKER ] 27422273 commit gona be checked
Previous HEAD position was 7573233f Add null duration converter
HEAD is now at 27422273 Restored implementation comment.
[ BUILD CHECKER ] 27422273 commit build fail
[ BUILD CHECKER ] 534cb58f commit gona be checked
Previous HEAD position was 27422273 Restored implementation comment.
HEAD is now at 534cb58f Test MutableDateTime
[ BUILD CHECKER ] 534cb58f commit build fail
[ BUILD CHECKER ] 915e7b95 commit gona be checked
Previous HEAD position was 534cb58f Test MutableDateTime
HEAD is now at 915e7b95 Tidy zone changing functionality
[ BUILD CHECKER ] 915e7b95 commit build fail
[ BUILD CHECKER ] fc637c8a commit gona be checked
Previous HEAD position was 915e7b95 Tidy zone changing functionality
HEAD is now at fc637c8a Fixed param tags.
[ BUILD CHECKER ] fc637c8a commit build fail
[ BUILD CHECKER ] 31f51d88 commit gona be checked
Previous HEAD position was fc637c8a Fixed param tags.
HEAD is now at 31f51d88 Commented out checkstyle config -- causes a problem with Maven 1.0 and is not needed.
[ BUILD CHECKER ] 31f51d88 commit build fail
[ BUILD CHECKER ] e051c775 commit gona be checked
Previous HEAD position was 31f51d88 Commented out checkstyle config -- causes a problem with Maven 1.0 and is not needed.
HEAD is now at e051c775 Grouped packages into user and implementation.
[ BUILD CHECKER ] e051c775 commit build fail
[ BUILD CHECKER ] 501d8fa8 commit gona be checked
Previous HEAD position was e051c775 Grouped packages into user and implementation.
HEAD is now at 501d8fa8 Fixed first sentence.
[ BUILD CHECKER ] 501d8fa8 commit build fail
[ BUILD CHECKER ] 86c33f3e commit gona be checked
Previous HEAD position was 501d8fa8 Fixed first sentence.
HEAD is now at 86c33f3e Folded in docs for partials.
[ BUILD CHECKER ] 86c33f3e commit build fail
[ BUILD CHECKER ] a90a9bff commit gona be checked
Previous HEAD position was 86c33f3e Folded in docs for partials.
HEAD is now at a90a9bff Added overview to javadoc generated pages.
[ BUILD CHECKER ] a90a9bff commit build fail
[ BUILD CHECKER ] dad52b39 commit gona be checked
Previous HEAD position was a90a9bff Added overview to javadoc generated pages.
HEAD is now at dad52b39 Fixed @link tag.
[ BUILD CHECKER ] dad52b39 commit build fail
[ BUILD CHECKER ] 94684333 commit gona be checked
Previous HEAD position was dad52b39 Fixed @link tag.
HEAD is now at 94684333 Test UTCProvider
[ BUILD CHECKER ] 94684333 commit build fail
[ BUILD CHECKER ] a1ef0abe commit gona be checked
Previous HEAD position was 94684333 Test UTCProvider
HEAD is now at a1ef0abe Move partial instants from dedicated package to main package
[ BUILD CHECKER ] a1ef0abe commit build fail
[ BUILD CHECKER ] 6de5fe99 commit gona be checked
Previous HEAD position was a1ef0abe Move partial instants from dedicated package to main package
HEAD is now at 6de5fe99 Avoid javadoc only import
[ BUILD CHECKER ] 6de5fe99 commit build fail
[ BUILD CHECKER ] e61ae332 commit gona be checked
Previous HEAD position was 6de5fe99 Avoid javadoc only import
HEAD is now at e61ae332 Document package as implementation internal
[ BUILD CHECKER ] e61ae332 commit build fail
[ BUILD CHECKER ] 54e0e0e7 commit gona be checked
Previous HEAD position was e61ae332 Document package as implementation internal
HEAD is now at 54e0e0e7 Code tidy
[ BUILD CHECKER ] 54e0e0e7 commit build fail
[ BUILD CHECKER ] 78f98604 commit gona be checked
Previous HEAD position was 54e0e0e7 Code tidy
HEAD is now at 78f98604 Simplify property implementation
[ BUILD CHECKER ] 78f98604 commit build fail
[ BUILD CHECKER ] a88a7cdd commit gona be checked
Previous HEAD position was 78f98604 Simplify property implementation
HEAD is now at a88a7cdd DateTime.Property defined as inner class.
[ BUILD CHECKER ] a88a7cdd commit build fail
[ BUILD CHECKER ] 9e6dd3f2 commit gona be checked
Previous HEAD position was a88a7cdd DateTime.Property defined as inner class.
HEAD is now at 9e6dd3f2 Property constructor is private.
[ BUILD CHECKER ] 9e6dd3f2 commit build fail
[ BUILD CHECKER ] 62e4b9e5 commit gona be checked
Previous HEAD position was 9e6dd3f2 Property constructor is private.
HEAD is now at 62e4b9e5 Made properties serializable.
[ BUILD CHECKER ] 62e4b9e5 commit build fail
[ BUILD CHECKER ] 5f641456 commit gona be checked
Previous HEAD position was 62e4b9e5 Made properties serializable.
HEAD is now at 5f641456 Explicitly set default java.util.TimeZone to Europe/London so that tests pass for those who don't live in London.
[ BUILD CHECKER ] 5f641456 commit build fail
[ BUILD CHECKER ] 6682ab2a commit gona be checked
Previous HEAD position was 5f641456 Explicitly set default java.util.TimeZone to Europe/London so that tests pass for those who don't live in London.
HEAD is now at 6682ab2a Test DateTimeZone
[ BUILD CHECKER ] 6682ab2a commit build fail
[ BUILD CHECKER ] a116b032 commit gona be checked
Previous HEAD position was 6682ab2a Test DateTimeZone
HEAD is now at a116b032 More tests
[ BUILD CHECKER ] a116b032 commit build fail
[ BUILD CHECKER ] 53ee7764 commit gona be checked
Previous HEAD position was a116b032 More tests
HEAD is now at 53ee7764 Simplify withZoneRetainFields
[ BUILD CHECKER ] 53ee7764 commit build fail
[ BUILD CHECKER ] 08a925a3 commit gona be checked
Previous HEAD position was 53ee7764 Simplify withZoneRetainFields
HEAD is now at 08a925a3 Add DateMidnight tests
[ BUILD CHECKER ] 08a925a3 commit build fail
[ BUILD CHECKER ] 193ca61d commit gona be checked
Previous HEAD position was 08a925a3 Add DateMidnight tests
HEAD is now at 193ca61d Add DateMidnight
[ BUILD CHECKER ] 193ca61d commit build fail
[ BUILD CHECKER ] c9fe9c8e commit gona be checked
Previous HEAD position was 193ca61d Add DateMidnight
HEAD is now at c9fe9c8e Change to test in 2002-2004 where time zone is predictable
[ BUILD CHECKER ] c9fe9c8e commit build fail
[ BUILD CHECKER ] e7597300 commit gona be checked
Previous HEAD position was c9fe9c8e Change to test in 2002-2004 where time zone is predictable
HEAD is now at e7597300 No longer needed
[ BUILD CHECKER ] e7597300 commit build fail
[ BUILD CHECKER ] 908174b0 commit gona be checked
Previous HEAD position was e7597300 No longer needed
HEAD is now at 908174b0 Fixed comment typo.
[ BUILD CHECKER ] 908174b0 commit build fail
[ BUILD CHECKER ] 0516796c commit gona be checked
Previous HEAD position was 908174b0 Fixed comment typo.
HEAD is now at 0516796c Remove inaccurate javadoc
[ BUILD CHECKER ] 0516796c commit build fail
[ BUILD CHECKER ] d577ec47 commit gona be checked
Previous HEAD position was 0516796c Remove inaccurate javadoc
HEAD is now at d577ec47 More tests
[ BUILD CHECKER ] d577ec47 commit build fail
[ BUILD CHECKER ] d02bfa0d commit gona be checked
Previous HEAD position was d577ec47 More tests
HEAD is now at d02bfa0d Eliminate production of useless anonymous inner class by javac.
[ BUILD CHECKER ] d02bfa0d commit build fail
[ BUILD CHECKER ] d9680621 commit gona be checked
Previous HEAD position was d02bfa0d Eliminate production of useless anonymous inner class by javac.
HEAD is now at d9680621 Fixed javadoc comment.
[ BUILD CHECKER ] d9680621 commit build fail
[ BUILD CHECKER ] ef855fa3 commit gona be checked
Previous HEAD position was d9680621 Fixed javadoc comment.
HEAD is now at ef855fa3 Fixed javadoc comment.
[ BUILD CHECKER ] ef855fa3 commit build fail
[ BUILD CHECKER ] 339cf9a9 commit gona be checked
Previous HEAD position was ef855fa3 Fixed javadoc comment.
HEAD is now at 339cf9a9 Fixed javadoc link.
[ BUILD CHECKER ] 339cf9a9 commit build fail
[ BUILD CHECKER ] 19ae379e commit gona be checked
Previous HEAD position was 339cf9a9 Fixed javadoc link.
HEAD is now at 19ae379e Unify addWrapped and addInField to addWrapField
[ BUILD CHECKER ] 19ae379e commit build fail
[ BUILD CHECKER ] c9bb2015 commit gona be checked
Previous HEAD position was 19ae379e Unify addWrapped and addInField to addWrapField
HEAD is now at c9bb2015 Rename Property.getInstant to getReadableInstant
[ BUILD CHECKER ] c9bb2015 commit build fail
[ BUILD CHECKER ] 6d0c7db8 commit gona be checked
Previous HEAD position was c9bb2015 Rename Property.getInstant to getReadableInstant
HEAD is now at 6d0c7db8 Rename AbstractDurationField to BaseDurationField
[ BUILD CHECKER ] 6d0c7db8 commit build fail
[ BUILD CHECKER ] c6886146 commit gona be checked
Previous HEAD position was 6d0c7db8 Rename AbstractDurationField to BaseDurationField
HEAD is now at c6886146 More tests
[ BUILD CHECKER ] c6886146 commit build fail
[ BUILD CHECKER ] ab921d93 commit gona be checked
Previous HEAD position was c6886146 More tests
HEAD is now at ab921d93 Change DurationField from interface to Class
[ BUILD CHECKER ] ab921d93 commit build fail
[ BUILD CHECKER ] 07955d27 commit gona be checked
Previous HEAD position was ab921d93 Change DurationField from interface to Class
HEAD is now at 07955d27 Use correct UnsupportedDurationType
[ BUILD CHECKER ] 07955d27 commit build fail
[ BUILD CHECKER ] 360b3ed7 commit gona be checked
Previous HEAD position was 07955d27 Use correct UnsupportedDurationType
HEAD is now at 360b3ed7 Update javadoc and implementation, including defining null input as now
[ BUILD CHECKER ] 360b3ed7 commit build fail
[ BUILD CHECKER ] ad21e73f commit gona be checked
Previous HEAD position was 360b3ed7 Update javadoc and implementation, including defining null input as now
HEAD is now at ad21e73f Fix tests now that null means now in comparator
[ BUILD CHECKER ] ad21e73f commit build fail
[ BUILD CHECKER ] 35495b79 commit gona be checked
Previous HEAD position was ad21e73f Fix tests now that null means now in comparator
HEAD is now at 35495b79 Increase converter test coverage
[ BUILD CHECKER ] 35495b79 commit build fail
[ BUILD CHECKER ] 0748504f commit gona be checked
Previous HEAD position was 35495b79 Increase converter test coverage
HEAD is now at 0748504f Javadoc API clarifications
[ BUILD CHECKER ] 0748504f commit build fail
[ BUILD CHECKER ] e94730d5 commit gona be checked
Previous HEAD position was 0748504f Javadoc API clarifications
HEAD is now at e94730d5 Test classes for converters
[ BUILD CHECKER ] e94730d5 commit build fail
[ BUILD CHECKER ] 41bf6944 commit gona be checked
Previous HEAD position was e94730d5 Test classes for converters
HEAD is now at 41bf6944 Fixes from testing
[ BUILD CHECKER ] 41bf6944 commit build fail
[ BUILD CHECKER ] 926d11d5 commit gona be checked
Previous HEAD position was 41bf6944 Fixes from testing
HEAD is now at 926d11d5 Additional tests for DateTime and Instant
[ BUILD CHECKER ] 926d11d5 commit build fail
[ BUILD CHECKER ] 8acb3651 commit gona be checked
Previous HEAD position was 926d11d5 Additional tests for DateTime and Instant
HEAD is now at 8acb3651 Fixes resulting from testing
[ BUILD CHECKER ] 8acb3651 commit build fail
[ BUILD CHECKER ] 33589db6 commit gona be checked
Previous HEAD position was 8acb3651 Fixes resulting from testing
HEAD is now at 33589db6 Remove ReadableInstant constructor
[ BUILD CHECKER ] 33589db6 commit build fail
[ BUILD CHECKER ] e4c81f52 commit gona be checked
Previous HEAD position was 33589db6 Remove ReadableInstant constructor
HEAD is now at e4c81f52 Fix constructor javadoc
[ BUILD CHECKER ] e4c81f52 commit build fail
[ BUILD CHECKER ] d4cbf85d commit gona be checked
Previous HEAD position was e4c81f52 Fix constructor javadoc
HEAD is now at d4cbf85d Mix minor typos.
[ BUILD CHECKER ] d4cbf85d commit build fail
[ BUILD CHECKER ] 67fa5aa4 commit gona be checked
Previous HEAD position was d4cbf85d Mix minor typos.
HEAD is now at 67fa5aa4 Fix broken @link tags.
[ BUILD CHECKER ] 67fa5aa4 commit build fail
[ BUILD CHECKER ] b10f4155 commit gona be checked
Previous HEAD position was 67fa5aa4 Fix broken @link tags.
HEAD is now at b10f4155 Ignore junit files
[ BUILD CHECKER ] b10f4155 commit build fail
[ BUILD CHECKER ] cc50f086 commit gona be checked
Previous HEAD position was b10f4155 Ignore junit files
HEAD is now at cc50f086 Test DateTimeConstants
[ BUILD CHECKER ] cc50f086 commit build fail
[ BUILD CHECKER ] 827aa5f2 commit gona be checked
Previous HEAD position was cc50f086 Test DateTimeConstants
HEAD is now at 827aa5f2 Remove as not in use
[ BUILD CHECKER ] 827aa5f2 commit build fail
[ BUILD CHECKER ] eab5533e commit gona be checked
Previous HEAD position was 827aa5f2 Remove as not in use
HEAD is now at eab5533e StringBuffer decorator
[ BUILD CHECKER ] eab5533e commit build fail
[ BUILD CHECKER ] a592319c commit gona be checked
Previous HEAD position was eab5533e StringBuffer decorator
HEAD is now at a592319c Support printing of partials
[ BUILD CHECKER ] a592319c commit build fail
[ BUILD CHECKER ] 58ebc40a commit gona be checked
Previous HEAD position was a592319c Support printing of partials
HEAD is now at 58ebc40a Rename PartialInstant to ReadablePartial
[ BUILD CHECKER ] 58ebc40a commit build fail
[ BUILD CHECKER ] fc46baae commit gona be checked
Previous HEAD position was 58ebc40a Rename PartialInstant to ReadablePartial
HEAD is now at fc46baae DayOfWeek not that useful
[ BUILD CHECKER ] fc46baae commit build fail
[ BUILD CHECKER ] fd192c2d commit gona be checked
Previous HEAD position was fc46baae DayOfWeek not that useful
HEAD is now at fd192c2d Commit class so its not lost
[ BUILD CHECKER ] fd192c2d commit build fail
[ BUILD CHECKER ] f4c5b949 commit gona be checked
Previous HEAD position was fd192c2d Commit class so its not lost
HEAD is now at f4c5b949 Update examples
[ BUILD CHECKER ] f4c5b949 commit build fail
[ BUILD CHECKER ] 6880d4b7 commit gona be checked
Previous HEAD position was f4c5b949 Update examples
HEAD is now at 6880d4b7 Update TODO
[ BUILD CHECKER ] 6880d4b7 commit build fail
[ BUILD CHECKER ] 5ffd24e9 commit gona be checked
Previous HEAD position was 6880d4b7 Update TODO
HEAD is now at 5ffd24e9 Update to send commit emails
[ BUILD CHECKER ] 5ffd24e9 commit build fail
[ BUILD CHECKER ] ff3b9827 commit gona be checked
Previous HEAD position was 5ffd24e9 Update to send commit emails
HEAD is now at ff3b9827 Removed old code to support partials. ReadWritableInstant supports rounding.
[ BUILD CHECKER ] ff3b9827 commit build fail
[ BUILD CHECKER ] 7cff5902 commit gona be checked
Previous HEAD position was ff3b9827 Removed old code to support partials. ReadWritableInstant supports rounding.
HEAD is now at 7cff5902 Simplified number parsing logic.
[ BUILD CHECKER ] 7cff5902 commit build fail
[ BUILD CHECKER ] 4272ad9b commit gona be checked
Previous HEAD position was 7cff5902 Simplified number parsing logic.
HEAD is now at 4272ad9b Add extra tests for illegal sets
[ BUILD CHECKER ] 4272ad9b commit build fail
[ BUILD CHECKER ] 4ff49b3d commit gona be checked
Previous HEAD position was 4272ad9b Add extra tests for illegal sets
HEAD is now at 4ff49b3d Add YearMonthDay
[ BUILD CHECKER ] 4ff49b3d commit build fail
[ BUILD CHECKER ] 655277bd commit gona be checked
Previous HEAD position was 4ff49b3d Add YearMonthDay
HEAD is now at 655277bd Adjust smaller fields after a set/add
[ BUILD CHECKER ] 655277bd commit build fail
[ BUILD CHECKER ] 7519034b commit gona be checked
Previous HEAD position was 655277bd Adjust smaller fields after a set/add
HEAD is now at 7519034b Support setting month and dayOfWeek from numbers
[ BUILD CHECKER ] 7519034b commit build fail
[ BUILD CHECKER ] 8aa06fb6 commit gona be checked
Previous HEAD position was 7519034b Support setting month and dayOfWeek from numbers
HEAD is now at 8aa06fb6 Javadoc
[ BUILD CHECKER ] 8aa06fb6 commit build fail
[ BUILD CHECKER ] ea67740b commit gona be checked
Previous HEAD position was 8aa06fb6 Javadoc
HEAD is now at ea67740b Add support for PartialInstant field add()
[ BUILD CHECKER ] ea67740b commit build fail
[ BUILD CHECKER ] 8dd8b3d7 commit gona be checked
Previous HEAD position was ea67740b Add support for PartialInstant field add()
HEAD is now at 8dd8b3d7 Add toString
[ BUILD CHECKER ] 8dd8b3d7 commit build fail
[ BUILD CHECKER ] 516a6f56 commit gona be checked
Previous HEAD position was 8dd8b3d7 Add toString
HEAD is now at 516a6f56 Fixed @param doc
[ BUILD CHECKER ] 516a6f56 commit build fail
[ BUILD CHECKER ] af91631a commit gona be checked
Previous HEAD position was 516a6f56 Fixed @param doc
HEAD is now at af91631a Tests for converter package
[ BUILD CHECKER ] af91631a commit build fail
[ BUILD CHECKER ] 9010b04f commit gona be checked
Previous HEAD position was af91631a Tests for converter package
HEAD is now at 9010b04f Mock converter
[ BUILD CHECKER ] 9010b04f commit build fail
[ BUILD CHECKER ] 23486179 commit gona be checked
Previous HEAD position was 9010b04f Mock converter
HEAD is now at 23486179 Reorganize test classes, factoring out older ones
[ BUILD CHECKER ] 23486179 commit build fail
[ BUILD CHECKER ] d6bd0527 commit gona be checked
Previous HEAD position was 23486179 Reorganize test classes, factoring out older ones
HEAD is now at d6bd0527 Allow clover/jcoverage reports to work
[ BUILD CHECKER ] d6bd0527 commit build fail
[ BUILD CHECKER ] c52cb86e commit gona be checked
Previous HEAD position was d6bd0527 Allow clover/jcoverage reports to work
HEAD is now at c52cb86e Add NullConverter that returns current time
[ BUILD CHECKER ] c52cb86e commit build fail
[ BUILD CHECKER ] 3f1abe6f commit gona be checked
Previous HEAD position was c52cb86e Add NullConverter that returns current time
HEAD is now at 3f1abe6f Fix ObjectChronology constructor to use converter properly
[ BUILD CHECKER ] 3f1abe6f commit build fail
[ BUILD CHECKER ] 9be879e5 commit gona be checked
Previous HEAD position was 3f1abe6f Fix ObjectChronology constructor to use converter properly
HEAD is now at 9be879e5 Javadoc
[ BUILD CHECKER ] 9be879e5 commit build fail
[ BUILD CHECKER ] 0d7b6212 commit gona be checked
Previous HEAD position was 9be879e5 Javadoc
HEAD is now at 0d7b6212 Add addInField to PartialInstant
[ BUILD CHECKER ] 0d7b6212 commit build fail
[ BUILD CHECKER ] ed60692b commit gona be checked
Previous HEAD position was 0d7b6212 Add addInField to PartialInstant
HEAD is now at ed60692b Ensure deserialization works
[ BUILD CHECKER ] ed60692b commit build fail
[ BUILD CHECKER ] bf5e60bd commit gona be checked
Previous HEAD position was ed60692b Ensure deserialization works
HEAD is now at bf5e60bd Add AbstractPartialInstant
[ BUILD CHECKER ] bf5e60bd commit build fail
[ BUILD CHECKER ] a7a93c8b commit gona be checked
Previous HEAD position was bf5e60bd Add AbstractPartialInstant
HEAD is now at a7a93c8b Javadoc
[ BUILD CHECKER ] a7a93c8b commit build fail
[ BUILD CHECKER ] cbf53093 commit gona be checked
Previous HEAD position was a7a93c8b Javadoc
HEAD is now at cbf53093 Added method for supporting special parsing of two digit years.
[ BUILD CHECKER ] cbf53093 commit build fail
[ BUILD CHECKER ] 412b356b commit gona be checked
Previous HEAD position was cbf53093 Added method for supporting special parsing of two digit years.
HEAD is now at 412b356b Fixed bug parsing time zone offset where zero offset text is an empty string.
[ BUILD CHECKER ] 412b356b commit build fail
[ BUILD CHECKER ] 787255cd commit gona be checked
Previous HEAD position was 412b356b Fixed bug parsing time zone offset where zero offset text is an empty string.
HEAD is now at 787255cd Improve support for setting partial instant values
[ BUILD CHECKER ] 787255cd commit build fail
[ BUILD CHECKER ] ec6e7dd1 commit gona be checked
Previous HEAD position was 787255cd Improve support for setting partial instant values
HEAD is now at ec6e7dd1 Add new constructors and validate
[ BUILD CHECKER ] ec6e7dd1 commit build fail
[ BUILD CHECKER ] bfbc8b64 commit gona be checked
Previous HEAD position was ec6e7dd1 Add new constructors and validate
HEAD is now at bfbc8b64 Javadoc
[ BUILD CHECKER ] bfbc8b64 commit build fail
[ BUILD CHECKER ] 7db78731 commit gona be checked
Previous HEAD position was bfbc8b64 Javadoc
HEAD is now at 7db78731 Add validate() to Chronology for PartialInstant
[ BUILD CHECKER ] 7db78731 commit build fail
[ BUILD CHECKER ] 6a138f4f commit gona be checked
Previous HEAD position was 7db78731 Add validate() to Chronology for PartialInstant
HEAD is now at 6a138f4f Updated to version 2004a
[ BUILD CHECKER ] 6a138f4f commit build fail
[ BUILD CHECKER ] 7d66f031 commit gona be checked
Previous HEAD position was 6a138f4f Updated to version 2004a
HEAD is now at 7d66f031 Fix javadoc param tags
[ BUILD CHECKER ] 7d66f031 commit build fail
[ BUILD CHECKER ] 2dc98589 commit gona be checked
Previous HEAD position was 7d66f031 Fix javadoc param tags
HEAD is now at 2dc98589 Removed double 'it'
[ BUILD CHECKER ] 2dc98589 commit build fail
[ BUILD CHECKER ] d5aa1891 commit gona be checked
Previous HEAD position was 2dc98589 Removed double 'it'
HEAD is now at d5aa1891 Typo fix.
[ BUILD CHECKER ] d5aa1891 commit build fail
[ BUILD CHECKER ] e962cbde commit gona be checked
Previous HEAD position was d5aa1891 Typo fix.
HEAD is now at e962cbde PartialInstant getMax/getMin methods
[ BUILD CHECKER ] e962cbde commit build fail
[ BUILD CHECKER ] dc281ce2 commit gona be checked
Previous HEAD position was e962cbde PartialInstant getMax/getMin methods
HEAD is now at dc281ce2 PartialInstant set method
[ BUILD CHECKER ] dc281ce2 commit build fail
[ BUILD CHECKER ] 7ab0e5ac commit gona be checked
Previous HEAD position was dc281ce2 PartialInstant set method
HEAD is now at 7ab0e5ac Remove unecessary casts
[ BUILD CHECKER ] 7ab0e5ac commit build fail
[ BUILD CHECKER ] 75027882 commit gona be checked
Previous HEAD position was 7ab0e5ac Remove unecessary casts
HEAD is now at 75027882 Rename AbstractDateTimeField to BaseDateTimeField
[ BUILD CHECKER ] 75027882 commit build fail
[ BUILD CHECKER ] aecb6115 commit gona be checked
Previous HEAD position was 75027882 Rename AbstractDateTimeField to BaseDateTimeField
HEAD is now at aecb6115 Fixed usage message.
[ BUILD CHECKER ] aecb6115 commit build fail
[ BUILD CHECKER ] eb0cac2b commit gona be checked
Previous HEAD position was aecb6115 Fixed usage message.
HEAD is now at eb0cac2b Fix for bug 954058, which caused an ExceptionInInitializerError to be thrown if the system property "user.timezone" specified an explicit offset.
[ BUILD CHECKER ] eb0cac2b commit build fail
[ BUILD CHECKER ] 1a816f69 commit gona be checked
Previous HEAD position was eb0cac2b Fix for bug 954058, which caused an ExceptionInInitializerError to be thrown if the system property "user.timezone" specified an explicit offset.
HEAD is now at 1a816f69 Explit order applied to initialization of constants.
[ BUILD CHECKER ] 1a816f69 commit build fail
[ BUILD CHECKER ] bd965bb6 commit gona be checked
Previous HEAD position was 1a816f69 Explit order applied to initialization of constants.
HEAD is now at bd965bb6 Javadoc
[ BUILD CHECKER ] bd965bb6 commit build fail
[ BUILD CHECKER ] 07ae1b8e commit gona be checked
Previous HEAD position was bd965bb6 Javadoc
HEAD is now at 07ae1b8e Fix method details
[ BUILD CHECKER ] 07ae1b8e commit build fail
[ BUILD CHECKER ] e0a8fe92 commit gona be checked
Previous HEAD position was 07ae1b8e Fix method details
HEAD is now at e0a8fe92 Remove final
[ BUILD CHECKER ] e0a8fe92 commit build fail
[ BUILD CHECKER ] e1927ec8 commit gona be checked
Previous HEAD position was e0a8fe92 Remove final
HEAD is now at e1927ec8 Javadoc
[ BUILD CHECKER ] e1927ec8 commit build fail
[ BUILD CHECKER ] 906205a2 commit gona be checked
Previous HEAD position was e1927ec8 Javadoc
HEAD is now at 906205a2 Update resolve test and add tests for property
[ BUILD CHECKER ] 906205a2 commit build fail
[ BUILD CHECKER ] 524a3429 commit gona be checked
Previous HEAD position was 906205a2 Update resolve test and add tests for property
HEAD is now at 524a3429 Remove explicit field array Rework resolve
[ BUILD CHECKER ] 524a3429 commit build fail
[ BUILD CHECKER ] ef7e9471 commit gona be checked
Previous HEAD position was 524a3429 Remove explicit field array Rework resolve
HEAD is now at ef7e9471 Update resolve() and add equals/hashCode
[ BUILD CHECKER ] ef7e9471 commit build fail
[ BUILD CHECKER ] 20f7208f commit gona be checked
Previous HEAD position was ef7e9471 Update resolve() and add equals/hashCode
HEAD is now at 20f7208f Remove leap year code as partials cannot determine this accurately
[ BUILD CHECKER ] 20f7208f commit build fail
[ BUILD CHECKER ] 3746dd47 commit gona be checked
Previous HEAD position was 20f7208f Remove leap year code as partials cannot determine this accurately
HEAD is now at 3746dd47 Fix getAsText to avoid infinite recursion
[ BUILD CHECKER ] 3746dd47 commit build fail
[ BUILD CHECKER ] 92e75880 commit gona be checked
Previous HEAD position was 3746dd47 Fix getAsText to avoid infinite recursion
HEAD is now at 92e75880 Initial version of refactored PartialInstant
[ BUILD CHECKER ] 92e75880 commit build fail
[ BUILD CHECKER ] 43bceec9 commit gona be checked
Previous HEAD position was 92e75880 Initial version of refactored PartialInstant
HEAD is now at 43bceec9 Made abstract
[ BUILD CHECKER ] 43bceec9 commit build fail
[ BUILD CHECKER ] bee95ce2 commit gona be checked
Previous HEAD position was 43bceec9 Made abstract
HEAD is now at bee95ce2 Delegate to the correct method
[ BUILD CHECKER ] bee95ce2 commit build fail
[ BUILD CHECKER ] 331282f8 commit gona be checked
Previous HEAD position was bee95ce2 Delegate to the correct method
HEAD is now at 331282f8 Comment updates.
[ BUILD CHECKER ] 331282f8 commit build fail
[ BUILD CHECKER ] b81cd9b2 commit gona be checked
Previous HEAD position was 331282f8 Comment updates.
HEAD is now at b81cd9b2 Removed withMillis and withChronology methods.
[ BUILD CHECKER ] b81cd9b2 commit build fail
[ BUILD CHECKER ] 72028b71 commit gona be checked
Previous HEAD position was b81cd9b2 Removed withMillis and withChronology methods.
HEAD is now at 72028b71 Permission checks in place.
[ BUILD CHECKER ] 72028b71 commit build fail
[ BUILD CHECKER ] ade078da commit gona be checked
Previous HEAD position was 72028b71 Permission checks in place.
HEAD is now at ade078da Replaced by JodaTimePermission.
[ BUILD CHECKER ] ade078da commit build fail
[ BUILD CHECKER ] c6391f36 commit gona be checked
Previous HEAD position was ade078da Replaced by JodaTimePermission.
HEAD is now at c6391f36 Uses generic JodaTimePermission class.
[ BUILD CHECKER ] c6391f36 commit build fail
[ BUILD CHECKER ] d8d6d685 commit gona be checked
Previous HEAD position was c6391f36 Uses generic JodaTimePermission class.
HEAD is now at d8d6d685 Minor comment fixes
[ BUILD CHECKER ] d8d6d685 commit build fail
[ BUILD CHECKER ] 21a05d42 commit gona be checked
Previous HEAD position was d8d6d685 Minor comment fixes
HEAD is now at 21a05d42 Remove withXxx methods from ReadableInstant
[ BUILD CHECKER ] 21a05d42 commit build fail
[ BUILD CHECKER ] c291d58a commit gona be checked
Previous HEAD position was 21a05d42 Remove withXxx methods from ReadableInstant
HEAD is now at c291d58a Rename moveDateTimeZone to setZoneRetainFields
[ BUILD CHECKER ] c291d58a commit build fail
[ BUILD CHECKER ] a26563f0 commit gona be checked
Previous HEAD position was c291d58a Rename moveDateTimeZone to setZoneRetainFields
HEAD is now at a26563f0 Rename getDateTimeZone methods to getZone etc
[ BUILD CHECKER ] a26563f0 commit build fail
[ BUILD CHECKER ] 23a2a953 commit gona be checked
Previous HEAD position was a26563f0 Rename getDateTimeZone methods to getZone etc
HEAD is now at 23a2a953 Javadoc
[ BUILD CHECKER ] 23a2a953 commit build fail
[ BUILD CHECKER ] 6f9be0d1 commit gona be checked
Previous HEAD position was 23a2a953 Javadoc
HEAD is now at 6f9be0d1 Change hashcode definition to enable compatability with java.util.Date
[ BUILD CHECKER ] 6f9be0d1 commit build fail
[ BUILD CHECKER ] d73d392c commit gona be checked
Previous HEAD position was 6f9be0d1 Change hashcode definition to enable compatability with java.util.Date
