Previous HEAD position was 83f6917e Change on 2010/07/27 09:25:39 by dcc
HEAD is now at 49e9565f Shut off i18n warnings if the user didn't ask for i18n. Fixes issue 1135 R=blickly
[ BUILD CHECKER ] CHECK BUILD FOR STEP 2
HEAD is now at 3a76f8e3 Use return type information to infer the locality of the function result when possible.
Removing build/
[ BUILD CHECKER ] 3a76f8e3 commit build success
[ BUILD CHECKER ] 3a76f8e3 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6a2378d4 commit gona be re-checked
Previous HEAD position was 3a76f8e3 Use return type information to infer the locality of the function result when possible.
HEAD is now at 6a2378d4 Take advantage of the finer grain side-effect information when determining side-effects. The bulk of the changes here are the move of the "isKnownLocalValue" function and its tests from to NodeUtil/NodeUtilTest.
Removing build/
[ BUILD CHECKER ] 6a2378d4 commit build success
[ BUILD CHECKER ] 6a2378d4 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f9579705 commit gona be re-checked
Previous HEAD position was 6a2378d4 Take advantage of the finer grain side-effect information when determining side-effects. The bulk of the changes here are the move of the "isKnownLocalValue" function and its tests from to NodeUtil/NodeUtilTest.
HEAD is now at f9579705 Clean up some record keeping of comments.  This doesn't appear to have helped the parsing speed at all.
Removing build/
[ BUILD CHECKER ] f9579705 commit build success
[ BUILD CHECKER ] f9579705 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 3b400479 commit gona be re-checked
Previous HEAD position was f9579705 Clean up some record keeping of comments.  This doesn't appear to have helped the parsing speed at all.
HEAD is now at 3b400479 improve the open-source command line parsing a bit.
Removing build/
[ BUILD CHECKER ] 3b400479 commit build success
[ BUILD CHECKER ] 3b400479 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 2e526cbe commit gona be re-checked
Previous HEAD position was 3b400479 improve the open-source command line parsing a bit.
HEAD is now at 2e526cbe Annotate FUNCTION nodes with their original names, so we can fully map stack traces via the source map.
Removing build/
[ BUILD CHECKER ] 2e526cbe commit build success
[ BUILD CHECKER ] 2e526cbe commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 159e8174 commit gona be re-checked
Previous HEAD position was 2e526cbe Annotate FUNCTION nodes with their original names, so we can fully map stack traces via the source map.
HEAD is now at 159e8174 Add String::trim.
Removing build/
[ BUILD CHECKER ] 159e8174 commit build success
[ BUILD CHECKER ] 159e8174 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 9a05def0 commit gona be re-checked
Previous HEAD position was 159e8174 Add String::trim.
HEAD is now at 9a05def0 Throw the PureFunctionIdentifier harness out of the pass config, so that we can benchmark it more easily.
Removing build/
[ BUILD CHECKER ] 9a05def0 commit build success
[ BUILD CHECKER ] 9a05def0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 92d3cd3e commit gona be re-checked
Previous HEAD position was 9a05def0 Throw the PureFunctionIdentifier harness out of the pass config, so that we can benchmark it more easily.
HEAD is now at 92d3cd3e Use new @modifies{this} annotations
Removing build/
[ BUILD CHECKER ] 92d3cd3e commit build success
[ BUILD CHECKER ] 92d3cd3e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a095236b commit gona be re-checked
Previous HEAD position was 92d3cd3e Use new @modifies{this} annotations
HEAD is now at a095236b Store finer grain side-effect information on call nodes, also gather and a store call "result locality" information on call nodes.
Removing build/
[ BUILD CHECKER ] a095236b commit build success
[ BUILD CHECKER ] a095236b commit was fixed by OnlyRebuild
[ BUILD CHECKER ] cbce7772 commit gona be re-checked
Previous HEAD position was a095236b Store finer grain side-effect information on call nodes, also gather and a store call "result locality" information on call nodes.
HEAD is now at cbce7772 Add "@modifies {this}" annotations where appropriate to core extern files.
Removing build/
[ BUILD CHECKER ] cbce7772 commit build success
[ BUILD CHECKER ] cbce7772 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ff81c557 commit gona be re-checked
Previous HEAD position was cbce7772 Add "@modifies {this}" annotations where appropriate to core extern files.
HEAD is now at ff81c557 Fix broken test: remove an throw I added and revert the behavior for strange LHS values to be "taints Unknown".
Removing build/
[ BUILD CHECKER ] ff81c557 commit build success
[ BUILD CHECKER ] ff81c557 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] eb3e25de commit gona be re-checked
Previous HEAD position was ff81c557 Fix broken test: remove an throw I added and revert the behavior for strange LHS values to be "taints Unknown".
HEAD is now at eb3e25de Add support for "@modifies{this}" and "@modifies{arguments}".
Removing build/
[ BUILD CHECKER ] eb3e25de commit build success
[ BUILD CHECKER ] eb3e25de commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5061aa1e commit gona be re-checked
Previous HEAD position was eb3e25de Add support for "@modifies{this}" and "@modifies{arguments}".
HEAD is now at 5061aa1e Cloned from original change by dhans@dhans-jscomp on 2010/09/17 19:26:33.
Removing build/
[ BUILD CHECKER ] 5061aa1e commit build success
[ BUILD CHECKER ] 5061aa1e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 530ed0ef commit gona be re-checked
Previous HEAD position was 5061aa1e Cloned from original change by dhans@dhans-jscomp on 2010/09/17 19:26:33.
HEAD is now at 530ed0ef Introduce the concept of local object side-effects.
Removing build/
[ BUILD CHECKER ] 530ed0ef commit build success
[ BUILD CHECKER ] 530ed0ef commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e06d2141 commit gona be re-checked
Previous HEAD position was 530ed0ef Introduce the concept of local object side-effects.
HEAD is now at e06d2141 Forgotten test class for new implementation of OptimizeParameters pass.
Removing build/
[ BUILD CHECKER ] e06d2141 commit build success
[ BUILD CHECKER ] e06d2141 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b549eca7 commit gona be re-checked
Previous HEAD position was e06d2141 Forgotten test class for new implementation of OptimizeParameters pass.
HEAD is now at b549eca7 Initial version of new implementation of OptimizeParameters pass.
Removing build/
[ BUILD CHECKER ] b549eca7 commit build success
[ BUILD CHECKER ] b549eca7 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6c492949 commit gona be re-checked
Previous HEAD position was b549eca7 Initial version of new implementation of OptimizeParameters pass.
HEAD is now at 6c492949 interpret the @meaning annotation for translations
Removing build/
[ BUILD CHECKER ] 6c492949 commit build success
[ BUILD CHECKER ] 6c492949 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b7ad2fb2 commit gona be re-checked
Previous HEAD position was 6c492949 interpret the @meaning annotation for translations
HEAD is now at b7ad2fb2 Generalze folding of the operands of AND, OR, HOOK in conditions. Fixes issue 244.
Removing build/
[ BUILD CHECKER ] b7ad2fb2 commit build success
[ BUILD CHECKER ] b7ad2fb2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4b5d6292 commit gona be re-checked
Previous HEAD position was b7ad2fb2 Generalze folding of the operands of AND, OR, HOOK in conditions. Fixes issue 244.
HEAD is now at 4b5d6292 don't print the externs files in --print_ast.
Removing build/
[ BUILD CHECKER ] 4b5d6292 commit build success
[ BUILD CHECKER ] 4b5d6292 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7a1286ed commit gona be re-checked
Previous HEAD position was 4b5d6292 don't print the externs files in --print_ast.
HEAD is now at 7a1286ed Fold String::substr and String::stribtring. Contributed by Tim Wintle. Fixes issue 239. Code review at: http://codereview.appspot.com/2240041
Removing build/
[ BUILD CHECKER ] 7a1286ed commit build success
[ BUILD CHECKER ] 7a1286ed commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f116658e commit gona be re-checked
Previous HEAD position was 7a1286ed Fold String::substr and String::stribtring. Contributed by Tim Wintle. Fixes issue 239. Code review at: http://codereview.appspot.com/2240041
HEAD is now at f116658e d'oh!
Removing build/
[ BUILD CHECKER ] f116658e commit build success
[ BUILD CHECKER ] f116658e commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a9fc4419 commit gona be re-checked
Previous HEAD position was f116658e d'oh!
HEAD is now at a9fc4419 Remove redundant pass.
Removing build/
[ BUILD CHECKER ] a9fc4419 commit build success
[ BUILD CHECKER ] a9fc4419 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f9d8ba4d commit gona be re-checked
Previous HEAD position was a9fc4419 Remove redundant pass.
HEAD is now at f9d8ba4d Remove the removeConstantExpression option as it is now redundant.
Removing build/
[ BUILD CHECKER ] f9d8ba4d commit build success
[ BUILD CHECKER ] f9d8ba4d commit was fixed by OnlyRebuild
[ BUILD CHECKER ] fe58a5d1 commit gona be re-checked
Previous HEAD position was f9d8ba4d Remove the removeConstantExpression option as it is now redundant.
HEAD is now at fe58a5d1 Add version numbers to closure compiler. Fixes issue 74.
Removing build/
[ BUILD CHECKER ] fe58a5d1 commit build success
[ BUILD CHECKER ] fe58a5d1 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d00fc0c6 commit gona be re-checked
Previous HEAD position was fe58a5d1 Add version numbers to closure compiler. Fixes issue 74.
HEAD is now at d00fc0c6 Make id generator map available
Removing build/
[ BUILD CHECKER ] d00fc0c6 commit build success
[ BUILD CHECKER ] d00fc0c6 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5b3bc3fa commit gona be re-checked
Previous HEAD position was d00fc0c6 Make id generator map available
HEAD is now at 5b3bc3fa don't parse documentation that we have no plans on using.
Removing build/
[ BUILD CHECKER ] 5b3bc3fa commit build success
[ BUILD CHECKER ] 5b3bc3fa commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5254fe6a commit gona be re-checked
Previous HEAD position was 5b3bc3fa don't parse documentation that we have no plans on using.
HEAD is now at 5254fe6a Handle standard constructors that are also functions: "new RegExp('foo')" would get stripped but "RegExp('foo')" would not.
Removing build/
[ BUILD CHECKER ] 5254fe6a commit build success
[ BUILD CHECKER ] 5254fe6a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 54bdf2ec commit gona be re-checked
Previous HEAD position was 5254fe6a Handle standard constructors that are also functions: "new RegExp('foo')" would get stripped but "RegExp('foo')" would not.
HEAD is now at 54bdf2ec Support full canvas spec that allows for additional args to getContext
Removing build/
[ BUILD CHECKER ] 54bdf2ec commit build success
[ BUILD CHECKER ] 54bdf2ec commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 5ce68c90 commit gona be re-checked
Previous HEAD position was 54bdf2ec Support full canvas spec that allows for additional args to getContext
HEAD is now at 5ce68c90 fix another edge case involving direct assignment to prototypes of global variables in a local scope.
Removing build/
[ BUILD CHECKER ] 5ce68c90 commit build success
[ BUILD CHECKER ] 5ce68c90 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 55120873 commit gona be re-checked
Previous HEAD position was 5ce68c90 fix another edge case involving direct assignment to prototypes of global variables in a local scope.
HEAD is now at 55120873 fix a nasty type inference edge case
Removing build/
[ BUILD CHECKER ] 55120873 commit build success
[ BUILD CHECKER ] 55120873 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b2202acc commit gona be re-checked
Previous HEAD position was 55120873 fix a nasty type inference edge case
HEAD is now at b2202acc don't emit a warning if 'x' doesn't resolve to a type in the expression 'x.prototype.bar'.
Removing build/
[ BUILD CHECKER ] b2202acc commit build success
[ BUILD CHECKER ] b2202acc commit was fixed by OnlyRebuild
[ BUILD CHECKER ] edc9ea8c commit gona be re-checked
Previous HEAD position was b2202acc don't emit a warning if 'x' doesn't resolve to a type in the expression 'x.prototype.bar'.
HEAD is now at edc9ea8c Folds away the string constructor if it's inside a GETELEM node. Contributed by Tim Wintle. Fixes issue 238
Removing build/
[ BUILD CHECKER ] edc9ea8c commit build success
[ BUILD CHECKER ] edc9ea8c commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 209cd964 commit gona be re-checked
Previous HEAD position was edc9ea8c Folds away the string constructor if it's inside a GETELEM node. Contributed by Tim Wintle. Fixes issue 238
HEAD is now at 209cd964 If a name occurs also as a direct left child of an assignment expression, FlowSensitiveInlineVariables may still inline the variable. For example, x = x + 1.
Removing build/
[ BUILD CHECKER ] 209cd964 commit build success
[ BUILD CHECKER ] 209cd964 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] a486b834 commit gona be re-checked
Previous HEAD position was 209cd964 If a name occurs also as a direct left child of an assignment expression, FlowSensitiveInlineVariables may still inline the variable. For example, x = x + 1.
HEAD is now at a486b834 Cut variable coalescing runtime by about 40%. If we know that variables x and y intersect, then we don't have to look at them again.
Removing build/
[ BUILD CHECKER ] a486b834 commit build success
[ BUILD CHECKER ] a486b834 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f6607996 commit gona be re-checked
Previous HEAD position was a486b834 Cut variable coalescing runtime by about 40%. If we know that variables x and y intersect, then we don't have to look at them again.
HEAD is now at f6607996 If a property is defined on a global name, but in a local scope, declare that property in the global scope. this goes most of the way towards fixing issue 66.
Removing build/
[ BUILD CHECKER ] f6607996 commit build success
[ BUILD CHECKER ] f6607996 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f93cdf97 commit gona be re-checked
Previous HEAD position was f6607996 If a property is defined on a global name, but in a local scope, declare that property in the global scope. this goes most of the way towards fixing issue 66.
HEAD is now at f93cdf97 Minor parse time performance improvement (profiling was showing ~500ms spent traversing the obj lit keys).  This changes the order from O(keys^2) to O(keys).
Removing build/
[ BUILD CHECKER ] f93cdf97 commit build success
[ BUILD CHECKER ] f93cdf97 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 8159a9f3 commit gona be re-checked
Previous HEAD position was f93cdf97 Minor parse time performance improvement (profiling was showing ~500ms spent traversing the obj lit keys).  This changes the order from O(keys^2) to O(keys).
HEAD is now at 8159a9f3 Warn about undefined this argument when the function literal argument references this.
Removing build/
[ BUILD CHECKER ] 8159a9f3 commit build success
[ BUILD CHECKER ] 8159a9f3 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c2c15014 commit gona be re-checked
Previous HEAD position was 8159a9f3 Warn about undefined this argument when the function literal argument references this.
HEAD is now at c2c15014 perf improvements to scope creator
Removing build/
[ BUILD CHECKER ] c2c15014 commit build success
[ BUILD CHECKER ] c2c15014 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 7c51d25d commit gona be re-checked
Previous HEAD position was c2c15014 perf improvements to scope creator
HEAD is now at 7c51d25d Adding 3.2 externs
Removing build/
[ BUILD CHECKER ] 7c51d25d commit build success
[ BUILD CHECKER ] 7c51d25d commit was fixed by OnlyRebuild
[ BUILD CHECKER ] bf8fc453 commit gona be re-checked
Previous HEAD position was 7c51d25d Adding 3.2 externs
HEAD is now at bf8fc453 Unify global scope building and local scope building. This goes a long way towards fixing issue 61. Try #2
Removing build/
[ BUILD CHECKER ] bf8fc453 commit build success
[ BUILD CHECKER ] bf8fc453 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 07dd3707 commit gona be re-checked
Previous HEAD position was bf8fc453 Unify global scope building and local scope building. This goes a long way towards fixing issue 61. Try #2
HEAD is now at 07dd3707 Automated g4 rollback.
Removing build/
[ BUILD CHECKER ] 07dd3707 commit build success
[ BUILD CHECKER ] 07dd3707 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 41abf3b7 commit gona be re-checked
Previous HEAD position was 07dd3707 Automated g4 rollback.
HEAD is now at 41abf3b7 Unify global scope building and local scope building. This goes a long way towards fixing issue 61
Removing build/
[ BUILD CHECKER ] 41abf3b7 commit build success
[ BUILD CHECKER ] 41abf3b7 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e1feab18 commit gona be re-checked
Previous HEAD position was 41abf3b7 Unify global scope building and local scope building. This goes a long way towards fixing issue 61
HEAD is now at e1feab18 New package for JsonML tests.
Removing build/
[ BUILD CHECKER ] e1feab18 commit build success
[ BUILD CHECKER ] e1feab18 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4c6e1039 commit gona be re-checked
Previous HEAD position was e1feab18 New package for JsonML tests.
HEAD is now at 4c6e1039 Support author scrubbing for HTML-format comments. Also refactors author scrubber to be a comment-oriented scrubber rather than a line-oriented scrubber, so only comments are processed.
Removing build/
[ BUILD CHECKER ] 4c6e1039 commit build success
[ BUILD CHECKER ] 4c6e1039 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0a40e666 commit gona be re-checked
Previous HEAD position was 4c6e1039 Support author scrubbing for HTML-format comments. Also refactors author scrubber to be a comment-oriented scrubber rather than a line-oriented scrubber, so only comments are processed.
HEAD is now at 0a40e666 fix a weird integration issue. some processes run the provide/require processor after scope creation.  That means that TypedScopeCreator can't assign types to the new namespaces.  Normal closure compiler is moving towards a model where TypedScopeCreator declares namespaces in the global scope. It's not clear how we should resolve this inconsistency, but for now this shim will make things better.
Removing build/
[ BUILD CHECKER ] 0a40e666 commit build success
[ BUILD CHECKER ] 0a40e666 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c017fec8 commit gona be re-checked
Previous HEAD position was 0a40e666 fix a weird integration issue. some processes run the provide/require processor after scope creation.  That means that TypedScopeCreator can't assign types to the new namespaces.  Normal closure compiler is moving towards a model where TypedScopeCreator declares namespaces in the global scope. It's not clear how we should resolve this inconsistency, but for now this shim will make things better.
HEAD is now at c017fec8 quick shim
Removing build/
[ BUILD CHECKER ] c017fec8 commit build success
[ BUILD CHECKER ] c017fec8 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c698f56d commit gona be re-checked
Previous HEAD position was c017fec8 quick shim
HEAD is now at c698f56d add some more special handling for goog.object.reflect.
Removing build/
[ BUILD CHECKER ] c698f56d commit build success
[ BUILD CHECKER ] c698f56d commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 13ed3807 commit gona be re-checked
Previous HEAD position was c698f56d add some more special handling for goog.object.reflect.
HEAD is now at 13ed3807 Really handle extern stubs declarations, so common externs can have "nosideeffects".
Removing build/
[ BUILD CHECKER ] 13ed3807 commit build success
[ BUILD CHECKER ] 13ed3807 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 6d8fd424 commit gona be re-checked
Previous HEAD position was 13ed3807 Really handle extern stubs declarations, so common externs can have "nosideeffects".
HEAD is now at 6d8fd424 Fix the CATCH tree structure.
Removing build/
[ BUILD CHECKER ] 6d8fd424 commit build success
[ BUILD CHECKER ] 6d8fd424 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 8f8b3c30 commit gona be re-checked
Previous HEAD position was 6d8fd424 Fix the CATCH tree structure.
HEAD is now at 8f8b3c30 Move unit tests over from RemoveConstantExpressions.
Removing build/
[ BUILD CHECKER ] 8f8b3c30 commit build success
[ BUILD CHECKER ] 8f8b3c30 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 651f77e2 commit gona be re-checked
Previous HEAD position was 8f8b3c30 Move unit tests over from RemoveConstantExpressions.
HEAD is now at 651f77e2 Fix small typo in docs that's giving out warnings.
Removing build/
[ BUILD CHECKER ] 651f77e2 commit build success
[ BUILD CHECKER ] 651f77e2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 82ba14e2 commit gona be re-checked
Previous HEAD position was 651f77e2 Fix small typo in docs that's giving out warnings.
HEAD is now at 82ba14e2 A little more normalization: remove VAR declarations from FOR-IN looops.
Removing build/
[ BUILD CHECKER ] 82ba14e2 commit build success
[ BUILD CHECKER ] 82ba14e2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b7b201a0 commit gona be re-checked
Previous HEAD position was 82ba14e2 A little more normalization: remove VAR declarations from FOR-IN looops.
HEAD is now at b7b201a0 Attach types to literals at scope-creation time instead of at inference time. Scope-creation already attaches types to function literals at scope-creation type, so this makes the other literals more consistent with function literals.
Removing build/
[ BUILD CHECKER ] b7b201a0 commit build success
[ BUILD CHECKER ] b7b201a0 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] f0e3cbc2 commit gona be re-checked
Previous HEAD position was b7b201a0 Attach types to literals at scope-creation time instead of at inference time. Scope-creation already attaches types to function literals at scope-creation type, so this makes the other literals more consistent with function literals.
HEAD is now at f0e3cbc2 Fix handling of blocks containing synthetic blocks in control structures.
Removing build/
[ BUILD CHECKER ] f0e3cbc2 commit build success
[ BUILD CHECKER ] f0e3cbc2 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 30994e27 commit gona be re-checked
Previous HEAD position was f0e3cbc2 Fix handling of blocks containing synthetic blocks in control structures.
HEAD is now at 30994e27 Make StripType work with ctors.
Removing build/
[ BUILD CHECKER ] 30994e27 commit build success
[ BUILD CHECKER ] 30994e27 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 75be1e67 commit gona be re-checked
Previous HEAD position was 30994e27 Make StripType work with ctors.
HEAD is now at 75be1e67 Tweak testForEquality relation, so that functions are not comparable to strings, numbers, or booleans
Removing build/
[ BUILD CHECKER ] 75be1e67 commit build success
[ BUILD CHECKER ] 75be1e67 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] d141375c commit gona be re-checked
Previous HEAD position was 75be1e67 Tweak testForEquality relation, so that functions are not comparable to strings, numbers, or booleans
HEAD is now at d141375c Added chrome.windows.WINDOW_ID_NONE extern constant.
Removing build/
[ BUILD CHECKER ] d141375c commit build success
[ BUILD CHECKER ] d141375c commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 68e00612 commit gona be re-checked
Previous HEAD position was d141375c Added chrome.windows.WINDOW_ID_NONE extern constant.
HEAD is now at 68e00612 Replace returns with breaks when possible.
Removing build/
[ BUILD CHECKER ] 68e00612 commit build success
[ BUILD CHECKER ] 68e00612 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] ab813761 commit gona be re-checked
Previous HEAD position was 68e00612 Replace returns with breaks when possible.
HEAD is now at ab813761 Adding ContextMenus methods.
Removing build/
[ BUILD CHECKER ] ab813761 commit build success
[ BUILD CHECKER ] ab813761 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 22775ad7 commit gona be re-checked
Previous HEAD position was ab813761 Adding ContextMenus methods.
HEAD is now at 22775ad7 Add a @meaning annotation so that soy templates can inject meaning.
Removing build/
[ BUILD CHECKER ] 22775ad7 commit build success
[ BUILD CHECKER ] 22775ad7 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0cfd65a8 commit gona be re-checked
Previous HEAD position was 22775ad7 Add a @meaning annotation so that soy templates can inject meaning.
HEAD is now at 0cfd65a8 Use the canonical protobuf jar.
Removing build/
[ BUILD CHECKER ] 0cfd65a8 commit build success
[ BUILD CHECKER ] 0cfd65a8 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 807aaf25 commit gona be re-checked
Previous HEAD position was 0cfd65a8 Use the canonical protobuf jar.
HEAD is now at 807aaf25 check var_args properly Fixes issue 229.
Removing build/
[ BUILD CHECKER ] 807aaf25 commit build success
[ BUILD CHECKER ] 807aaf25 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] b9bc1534 commit gona be re-checked
Previous HEAD position was 807aaf25 check var_args properly Fixes issue 229.
HEAD is now at b9bc1534 fix a nasty edge case in how we handle references in externs when aliasExternals is on.
Removing build/
[ BUILD CHECKER ] b9bc1534 commit build success
[ BUILD CHECKER ] b9bc1534 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 28cb80c7 commit gona be re-checked
Previous HEAD position was b9bc1534 fix a nasty edge case in how we handle references in externs when aliasExternals is on.
HEAD is now at 28cb80c7 Don't report exits of nested functions as exits of the top function.
Removing build/
[ BUILD CHECKER ] 28cb80c7 commit build success
[ BUILD CHECKER ] 28cb80c7 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 8676b938 commit gona be re-checked
Previous HEAD position was 28cb80c7 Don't report exits of nested functions as exits of the top function.
HEAD is now at 8676b938 Move dummy declaration in specialization to the end of the declaring block.
Removing build/
[ BUILD CHECKER ] 8676b938 commit build success
[ BUILD CHECKER ] 8676b938 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e8e72ae3 commit gona be re-checked
Previous HEAD position was 8676b938 Move dummy declaration in specialization to the end of the declaring block.
HEAD is now at e8e72ae3 Add iOS device orientation externs.
Removing build/
[ BUILD CHECKER ] e8e72ae3 commit build success
[ BUILD CHECKER ] e8e72ae3 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 0593df4f commit gona be re-checked
Previous HEAD position was e8e72ae3 Add iOS device orientation externs.
HEAD is now at 0593df4f If a variable is referenced from the externs, but not declared in the externs, then create a synthetic extern for it. This prevents a compiler crash where code removal removes all references to a variable in normal code, but there are still references in the externs.
Removing build/
[ BUILD CHECKER ] 0593df4f commit build success
[ BUILD CHECKER ] 0593df4f commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4cede4f1 commit gona be re-checked
Previous HEAD position was 0593df4f If a variable is referenced from the externs, but not declared in the externs, then create a synthetic extern for it. This prevents a compiler crash where code removal removes all references to a variable in normal code, but there are still references in the externs.
HEAD is now at 4cede4f1 Unify output encoding for real this time Fixes issue 224.
Removing build/
[ BUILD CHECKER ] 4cede4f1 commit build success
[ BUILD CHECKER ] 4cede4f1 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 793a5009 commit gona be re-checked
Previous HEAD position was 4cede4f1 Unify output encoding for real this time Fixes issue 224.
HEAD is now at 793a5009 FlowSensitiveInlineVariable pass does not try to inline variables within loops.
Removing build/
[ BUILD CHECKER ] 793a5009 commit build success
[ BUILD CHECKER ] 793a5009 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] e152ec00 commit gona be re-checked
Previous HEAD position was 793a5009 FlowSensitiveInlineVariable pass does not try to inline variables within loops.
HEAD is now at e152ec00 Make guava not google_common
Removing build/
[ BUILD CHECKER ] e152ec00 commit build success
[ BUILD CHECKER ] e152ec00 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 9390e788 commit gona be re-checked
Previous HEAD position was e152ec00 Make guava not google_common
HEAD is now at 9390e788 Fix handling of SCRIPT nodes that are not marked as synthetic.
Removing build/
[ BUILD CHECKER ] 9390e788 commit build success
[ BUILD CHECKER ] 9390e788 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 48701cc7 commit gona be re-checked
Previous HEAD position was 9390e788 Fix handling of SCRIPT nodes that are not marked as synthetic.
HEAD is now at 48701cc7 - Generalize unused operation removal and remove a couple of special cases (HOOK, NOT). - Add handling for other AST locations that can have unused ops removed (COMMA lhs and FOR increment expressions).
Removing build/
[ BUILD CHECKER ] 48701cc7 commit build success
[ BUILD CHECKER ] 48701cc7 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c165df98 commit gona be re-checked
Previous HEAD position was 48701cc7 - Generalize unused operation removal and remove a couple of special cases (HOOK, NOT). - Add handling for other AST locations that can have unused ops removed (COMMA lhs and FOR increment expressions).
HEAD is now at c165df98 Don't ambiguate static function properties when it is not safe.
Removing build/
[ BUILD CHECKER ] c165df98 commit build success
[ BUILD CHECKER ] c165df98 commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 4031a54f commit gona be re-checked
Previous HEAD position was c165df98 Don't ambiguate static function properties when it is not safe.
HEAD is now at 4031a54f downgrade another error. grr.
Removing build/
[ BUILD CHECKER ] 4031a54f commit build success
[ BUILD CHECKER ] 4031a54f commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 9c1eea2d commit gona be re-checked
Previous HEAD position was 4031a54f downgrade another error. grr.
HEAD is now at 9c1eea2d make the externs validations default to WARNING
Removing build/
[ BUILD CHECKER ] 9c1eea2d commit build success
[ BUILD CHECKER ] 9c1eea2d commit was fixed by OnlyRebuild
[ BUILD CHECKER ] c956cb7a commit gona be re-checked
Previous HEAD position was 9c1eea2d make the externs validations default to WARNING
HEAD is now at c956cb7a Adding some missing externs for Chrome extensions.
Removing build/
[ BUILD CHECKER ] c956cb7a commit build success
[ BUILD CHECKER ] c956cb7a commit was fixed by OnlyRebuild
[ BUILD CHECKER ] 64857ce3 commit gona be re-checked
Previous HEAD position was c956cb7a Adding some missing externs for Chrome extensions.
HEAD is now at 64857ce3 Add the experimental source map format. This basically compresses the Maps source map from 50MB to a little less than 9MB (less when using using the SYMBOLS node filter):
